pool_id,option_code,grade,slot_type,class_filter,weapon_filter,tag_filter,value_min,value_max,weight
t2_legs_pool,mobility_skill_damage,COMMON,legs,all,,,1,2,2
t2_legs_pool,mobility_skill_damage,RARE,legs,all,,,3,4,2
t2_legs_pool,mobility_skill_damage,EPIC,legs,all,,,5,8,2
t2_legs_pool,mobility_skill_damage,UNIQUE,legs,all,,,8,11,2
t2_legs_pool,mobility_skill_damage,LEGENDARY,legs,all,,,12,16,2
t2_legs_pool,special_skill_damage,COMMON,legs,all,,,1,2,2
t2_legs_pool,special_skill_damage,RARE,legs,all,,,3,4,2
t2_legs_pool,special_skill_damage,EPIC,legs,all,,,5,8,2
t2_legs_pool,special_skill_damage,UNIQUE,legs,all,,,8,11,2
t2_legs_pool,special_skill_damage,LEGENDARY,legs,all,,,12,16,2
t2_legs_pool,core_skill_damage,COMMON,legs,all,,,1,2,2
t2_legs_pool,core_skill_damage,RARE,legs,all,,,3,4,2
t2_legs_pool,core_skill_damage,EPIC,legs,all,,,5,8,2
t2_legs_pool,core_skill_damage,UNIQUE,legs,all,,,8,11,2
t2_legs_pool,core_skill_damage,LEGENDARY,legs,all,,,12,16,2
t2_feet_pool,move_speed_percent,COMMON,feet,all,,,1,1,3
t2_feet_pool,move_speed_percent,RARE,feet,all,,,2,3,3
t2_feet_pool,move_speed_percent,EPIC,feet,all,,,4,6,3
t2_feet_pool,move_speed_percent,UNIQUE,feet,all,,,6,9,3
t2_feet_pool,move_speed_percent,LEGENDARY,feet,all,,,9,13,3
t2_feet_pool,max_hp_percent,COMMON,feet,all,,,1,2,3
t2_feet_pool,max_hp_percent,RARE,feet,all,,,3,4,3
t2_feet_pool,max_hp_percent,EPIC,feet,all,,,5,7,3
t2_feet_pool,max_hp_percent,UNIQUE,feet,all,,,7,10,3
t2_feet_pool,max_hp_percent,LEGENDARY,feet,all,,,10,15,3
t2_feet_pool,defense_ignore,COMMON,feet,all,,,1,1,2
t2_feet_pool,defense_ignore,RARE,feet,all,,,1,3,2
t2_feet_pool,defense_ignore,EPIC,feet,all,,,3,6,2
t2_feet_pool,defense_ignore,UNIQUE,feet,all,,,6,9,2
t2_feet_pool,defense_ignore,LEGENDARY,feet,all,,,9,14,2
t2_feet_pool,cooldown_reduction_percent,COMMON,feet,all,,,1,1,3
t2_feet_pool,cooldown_reduction_percent,RARE,feet,all,,,1,2,3
t2_feet_pool,cooldown_reduction_percent,EPIC,feet,all,,,2,4,3
t2_feet_pool,cooldown_reduction_percent,UNIQUE,feet,all,,,4,6,3
t2_feet_pool,cooldown_reduction_percent,LEGENDARY,feet,all,,,7,9,3
t2_feet_pool,attack_percent,COMMON,feet,all,,,1,1,2
t2_feet_pool,attack_percent,RARE,feet,all,,,1,2,2
t2_feet_pool,attack_percent,EPIC,feet,all,,,3,5,2
t2_feet_pool,attack_percent,UNIQUE,feet,all,,,5,8,2
t2_feet_pool,attack_percent,LEGENDARY,feet,all,,,8,12,2
t2_feet_pool,basic_skill_damage,COMMON,feet,all,,,1,2,2
t2_feet_pool,basic_skill_damage,RARE,feet,all,,,2,4,2
t2_feet_pool,basic_skill_damage,EPIC,feet,all,,,4,7,2
t2_feet_pool,basic_skill_damage,UNIQUE,feet,all,,,6,9,2
t2_feet_pool,basic_skill_damage,LEGENDARY,feet,all,,,10,13,2
t2_feet_pool,mobility_skill_damage,COMMON,feet,all,,,1,2,2
t2_feet_pool,mobility_skill_damage,RARE,feet,all,,,2,4,2
t2_feet_pool,mobility_skill_damage,EPIC,feet,all,,,4,7,2
t2_feet_pool,mobility_skill_damage,UNIQUE,feet,all,,,6,9,2
t2_feet_pool,mobility_skill_damage,LEGENDARY,feet,all,,,10,13,2
t2_feet_pool,special_skill_damage,COMMON,feet,all,,,1,2,2
t2_feet_pool,special_skill_damage,RARE,feet,all,,,2,4,2
t2_feet_pool,special_skill_damage,EPIC,feet,all,,,4,7,2
t2_feet_pool,special_skill_damage,UNIQUE,feet,all,,,6,9,2
t2_feet_pool,special_skill_damage,LEGENDARY,feet,all,,,10,13,2
t2_feet_pool,core_skill_damage,COMMON,feet,all,,,1,2,2
t2_feet_pool,core_skill_damage,RARE,feet,all,,,2,4,2
t2_feet_pool,core_skill_damage,EPIC,feet,all,,,4,7,2
t2_feet_pool,core_skill_damage,UNIQUE,feet,all,,,6,9,2
t2_feet_pool,core_skill_damage,LEGENDARY,feet,all,,,10,13,2
